symbol,name,industry,price,marketCap,volume,dollarVolume,lastTradeDate,peRatio,forwardPE,pbRatio,psRatio,pegRatio,earningsYield,eps,epsGrowth,revenue,revenueGrowth,netIncome,netIncomeGrowth,netMargin,roe,roa,debtEquity,netDebtEquity,dividendYield,payoutRatio,beta,analystRating,analystCount,priceTarget,upsidePct,ch1y,price1m,price3m,price6m,priceYTD,week52High,week52Low,earningsDate,exDividendDate
MCRO,Macro Group Pharmaceuticals (Macro Capital) S.A.E,"Perfumes, Cosmetics, and Other Toilet Preparations",1.73,986460000.0,116484895,201518868,2026-09-15,8.65,24.71,5.08692,1.10275,,11.73,0.2,,894540000.0,72.038,115730000.0,,12.94,85.15,12.16,1.719,0.812,7.16,,0.16,n/a,,,,-46.6,1.55,1.24,1.37,1.14,4.11,0.808,"Aug 26, 2026",n/a
RTVC,Remco Tourism Villages Construction,Hotels and Motels,3.96,977320000.0,225811,894212,2026-09-15,0.35,,0.26964,0.16394,,287.66,11.39,,5960000000.0,470.73,2810000000.0,,47.15,144.9,10.7,0.236,0.218,,,0.32,n/a,,,,5.32,3.76,3.83,3.5,3.79,4.58,3.23,"Dec 10, 2026",n/a
AFDI,Al Ahly for Development & Investment,"Security and Commodity Brokers, Dealers, Exchanges, and Services",53.06,955080000.0,132086,7008483,2026-09-15,227.1,,2.9524,5.649,,0.44,0.23,-86.984,169070000.0,-3.534,4210000.0,-86.984,2.49,1.67,3.55,2.917,2.561,,267.86,0.46,n/a,,,,39.67,66.99,43.14,32.31,33.8,69.89,29.72,"Sep 24, 2026",n/a
PRMH,Prime Holding S.A.E,"Security and Commodity Brokers, Dealers, Exchanges, and Services",2.6,910000000.0,1382791,3595257,2026-09-15,7.96,,1.77948,3.26751,,12.57,0.33,72.512,278500000.0,57.831,114370000.0,72.512,41.07,24.9,7.57,0.387,-1.486,,3.03,0.46,n/a,,,,103.13,2.73,2.9,2.05,1.59,3.02,1.13,"Nov 12, 2026",n/a
TWSA,Tawasoa For Factoring,"Short-Term Business Credit Institutions, Except Agricultural",7.59,872850000.0,1663308,12624508,2026-09-15,43.35,,,,,,0.18,37.945,47490000.0,35.448,13620000.0,13.097,28.68,12.76,7.78,0.461,0.352,0.94,48.27,,n/a,,,,,,,,,8.14,6.8,"Nov 12, 2026","May 5, 2026"
UNIP,Universal For Paper and Packaging Materials,"Converted Paper And Paperboard Products, Except Containers And Boxes",0.375,859290000.0,39723228,14896210,2026-09-15,29.8,,1.73763,0.61369,,1.87,0.01,-67.84,1400000000.0,-8.265,16040000.0,-78.363,1.15,,,1.206,1.09,2.67,31.53,0.01,n/a,,,,45.74,0.404,0.32,0.272,0.3,0.436,0.231,"Nov 17, 2026",n/a
EASB,Egyptian Arabian Company (Themar) for securities Brokerage EAC,"Security Brokers, Dealers, and Flotation Companies",8.27,827000000.0,2454627,20299765,2026-09-15,25.6,,5.06837,13.26646,,4.27,0.32,19.67,62340000.0,16.986,35310000.0,30.078,56.64,21.32,11.2,0.163,-0.67,1.87,6.3,0.41,n/a,,,,141.18,7.22,6.12,3,3.276,10.17,2.52,"Nov 11, 2026","May 11, 2025"
MOED,"The Egyptian Modern Education Systems, S.A.E.",Educational Services,0.802,806010000.0,70457965,56507288,2026-09-15,162.91,,6.57495,15.44366,,0.61,0.0,215.577,52190000.0,22.032,4950000.0,212.336,9.48,4.61,1.97,0.465,0.44,,,0.34,n/a,,,,48.52,0.683,0.682,0.892,0.852,0.989,0.44,"Sep 21, 2026",n/a
RUBX,Rubex International for Plastic and Acrylic Manufacturing,Miscellaneous Plastics Products,13,799760000.0,1202113,15627469,2026-09-15,,,5.1451,2.00177,,-1.0,-0.13,,399530000.0,1.373,-7990000.0,,-2.0,-5.01,1.24,1.119,0.856,,,0.18,n/a,,,,15.56,12.38,10.03,9.11,10.24,14.85,8.11,"Nov 12, 2026",n/a
ICLE,International Company for Leasing S.A.E.,Miscellaneous business Credit Institutions,15.76,788000000.0,,,2026-09-15,3.79,,0.59608,1.95187,,26.59,4.16,25.58,403710000.0,6.115,209520000.0,25.341,51.9,21.05,2.15,8.607,8.382,,18.57,-0.0,n/a,,,,-0.01,15.76,15.76,15.76,15.762,18.914,15.378,"Aug 26, 2026",n/a
APSW,Unirab Polvara Spinning & Weaving Co.,Textile Mill Products,8.39,786030000.0,87771,736399,2026-09-15,,,20.08968,8.83314,,-6.49,-0.54,,88990000.0,-2.165,-50990000.0,,-57.3,-76.44,-11.19,0.167,0.075,,,-0.02,n/a,,,,-9.49,8.7,8.6,8.04,8.98,11.65,7.52,"Nov 12, 2026",n/a
MEGM,Middle East Glass Manufacturing Company S.A.E.,Glass Containers,12.54,785360000.0,,,2026-09-15,0.93,,0.40872,0.13132,,111.64,13.47,784.056,5980000000.0,178.059,876780000.0,677.723,14.66,47.44,15.43,1.345,1.244,51.83,43.54,,n/a,,,,,12.54,12.54,12.54,12.54,12.54,12.54,"Oct 29, 2026","Jul 15, 2025"
TYCN,Tycoon Holding Company For Financial Investments,"Security and Commodity Brokers, Dealers, Exchanges, and Services",13.76,718960000.0,195990,2696822,2026-09-15,122.71,,50.78443,86.37363,,0.81,0.11,308.057,8320000.0,192.091,5860000.0,308.048,70.43,52.2,47.02,0.063,-0.418,,,1.06,n/a,,,,137.53,13.86,23.96,10.128,8.074,41.4,5.37,"Nov 4, 2026",n/a
ROTO,Rowad Tourism Company,Hotels and Motels,40.29,697490000.0,159411,6422669,2026-09-15,20.08,,2.61613,3.17811,,4.98,2.01,,219470000.0,47.264,34740000.0,,15.83,16.58,-1.31,0.14,0.07,1.14,,-0.55,n/a,,,,51.47,50.9,33.77,27.96,36.33,53.6,24.91,"Sep 16, 2026",n/a
KWIN,El Kahera El Watania Investment,"Investors, not elsewhere classified",86.68,689390000.0,115747,10032950,2026-09-15,204.49,,4.42202,24.51748,,0.65,0.42,-79.132,28120000.0,38.788,4450000.0,-79.132,15.83,10.11,5.77,0.398,-0.927,,6.15,0.86,n/a,,,,8.54,86.8,72,56.14,73.33,137.9,52,"Nov 5, 2026",n/a
RAKT,Rakta Paper Manufacturing Company,Paper and Allied Products,22.65,679500000.0,13933,315582,2026-09-15,,,-1.03806,2116.98071,,-57.39,-13.0,,320980.0,12.467,-389980000.0,,-121496.67,,-157.81,-1.166,-1.151,,,-0.15,n/a,,,,-20.36,22.63,22.9,21.57,22.81,28.99,19.2,"May 25, 2026",n/a
